h0 [SinglePointCrossover,BitFlipMutation] 1958
h1 [SinglePointCrossover,LoopMoveOperator] 1923
h2 [SinglePointCrossover,LocalMoveOperator] 1993
h3 [SinglePointCrossover,SegmentMutation] 1900
h4 [SinglePointCrossover,OppositeMoveOperator] 2005
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2000
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1883
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1964
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1949
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1984
h10 [MultiPointsCrossover,BitFlipMutation] 1918
h11 [MultiPointsCrossover,LoopMoveOperator] 2023
h12 [MultiPointsCrossover,LocalMoveOperator] 2088
h13 [MultiPointsCrossover,SegmentMutation] 1969
h14 [MultiPointsCrossover,OppositeMoveOperator] 1943
