h0 [SinglePointCrossover,BitFlipMutation] 2022
h1 [SinglePointCrossover,LoopMoveOperator] 1902
h2 [SinglePointCrossover,LocalMoveOperator] 2053
h3 [SinglePointCrossover,SegmentMutation] 2010
h4 [SinglePointCrossover,OppositeMoveOperator] 2020
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1960
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1969
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1987
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1870
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2034
h10 [MultiPointsCrossover,BitFlipMutation] 2016
h11 [MultiPointsCrossover,LoopMoveOperator] 1990
h12 [MultiPointsCrossover,LocalMoveOperator] 2018
h13 [MultiPointsCrossover,SegmentMutation] 1875
h14 [MultiPointsCrossover,OppositeMoveOperator] 2024
