h0 [SinglePointCrossover,BitFlipMutation] 4020
h1 [SinglePointCrossover,LoopMoveOperator] 3923
h2 [SinglePointCrossover,LocalMoveOperator] 3928
h3 [SinglePointCrossover,SegmentMutation] 4039
h4 [SinglePointCrossover,OppositeMoveOperator] 3927
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3987
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4097
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4135
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3926
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4014
h10 [MultiPointsCrossover,BitFlipMutation] 4057
h11 [MultiPointsCrossover,LoopMoveOperator] 3948
h12 [MultiPointsCrossover,LocalMoveOperator] 4024
h13 [MultiPointsCrossover,SegmentMutation] 4035
h14 [MultiPointsCrossover,OppositeMoveOperator] 3940
