h0 [SinglePointCrossover,BitFlipMutation] 2018
h1 [SinglePointCrossover,LoopMoveOperator] 1797
h2 [SinglePointCrossover,LocalMoveOperator] 2000
h3 [SinglePointCrossover,SegmentMutation] 2022
h4 [SinglePointCrossover,OppositeMoveOperator] 2014
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2029
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1983
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2055
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2039
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2024
h10 [MultiPointsCrossover,BitFlipMutation] 2046
h11 [MultiPointsCrossover,LoopMoveOperator] 1940
h12 [MultiPointsCrossover,LocalMoveOperator] 1902
h13 [MultiPointsCrossover,SegmentMutation] 2000
h14 [MultiPointsCrossover,OppositeMoveOperator] 1981
