h0 [SinglePointCrossover,BitFlipMutation] 4012
h1 [SinglePointCrossover,LoopMoveOperator] 3935
h2 [SinglePointCrossover,LocalMoveOperator] 4002
h3 [SinglePointCrossover,SegmentMutation] 3894
h4 [SinglePointCrossover,OppositeMoveOperator] 3943
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4072
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4021
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3922
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4021
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4051
h10 [MultiPointsCrossover,BitFlipMutation] 3933
h11 [MultiPointsCrossover,LoopMoveOperator] 3934
h12 [MultiPointsCrossover,LocalMoveOperator] 3916
h13 [MultiPointsCrossover,SegmentMutation] 3839
h14 [MultiPointsCrossover,OppositeMoveOperator] 3905
