h0 [SinglePointCrossover,BitFlipMutation] 1954
h1 [SinglePointCrossover,LoopMoveOperator] 1957
h2 [SinglePointCrossover,LocalMoveOperator] 2000
h3 [SinglePointCrossover,SegmentMutation] 2023
h4 [SinglePointCrossover,OppositeMoveOperator] 1975
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1937
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1952
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1985
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2065
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1955
h10 [MultiPointsCrossover,BitFlipMutation] 1931
h11 [MultiPointsCrossover,LoopMoveOperator] 2035
h12 [MultiPointsCrossover,LocalMoveOperator] 2038
h13 [MultiPointsCrossover,SegmentMutation] 1952
h14 [MultiPointsCrossover,OppositeMoveOperator] 1941
