h0 [SinglePointCrossover,BitFlipMutation] 3898
h1 [SinglePointCrossover,LoopMoveOperator] 4031
h2 [SinglePointCrossover,LocalMoveOperator] 4084
h3 [SinglePointCrossover,SegmentMutation] 4041
h4 [SinglePointCrossover,OppositeMoveOperator] 3988
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3913
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4086
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4006
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4012
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4054
h10 [MultiPointsCrossover,BitFlipMutation] 4095
h11 [MultiPointsCrossover,LoopMoveOperator] 3965
h12 [MultiPointsCrossover,LocalMoveOperator] 3993
h13 [MultiPointsCrossover,SegmentMutation] 3883
h14 [MultiPointsCrossover,OppositeMoveOperator] 3951
