h0 [SinglePointCrossover,BitFlipMutation] 4014
h1 [SinglePointCrossover,LoopMoveOperator] 4025
h2 [SinglePointCrossover,LocalMoveOperator] 3959
h3 [SinglePointCrossover,SegmentMutation] 4018
h4 [SinglePointCrossover,OppositeMoveOperator] 4071
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4068
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3914
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4106
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4143
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4108
h10 [MultiPointsCrossover,BitFlipMutation] 3904
h11 [MultiPointsCrossover,LoopMoveOperator] 4004
h12 [MultiPointsCrossover,LocalMoveOperator] 3980
h13 [MultiPointsCrossover,SegmentMutation] 4015
h14 [MultiPointsCrossover,OppositeMoveOperator] 3971
