h0 [SinglePointCrossover,BitFlipMutation] 4007
h1 [SinglePointCrossover,LoopMoveOperator] 3897
h2 [SinglePointCrossover,LocalMoveOperator] 4025
h3 [SinglePointCrossover,SegmentMutation] 4120
h4 [SinglePointCrossover,OppositeMoveOperator] 4041
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3964
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3886
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3902
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3954
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3990
h10 [MultiPointsCrossover,BitFlipMutation] 3912
h11 [MultiPointsCrossover,LoopMoveOperator] 4140
h12 [MultiPointsCrossover,LocalMoveOperator] 4070
h13 [MultiPointsCrossover,SegmentMutation] 4032
h14 [MultiPointsCrossover,OppositeMoveOperator] 4060
