h0 [SinglePointCrossover,BitFlipMutation] 3873
h1 [SinglePointCrossover,LoopMoveOperator] 4069
h2 [SinglePointCrossover,LocalMoveOperator] 4041
h3 [SinglePointCrossover,SegmentMutation] 4027
h4 [SinglePointCrossover,OppositeMoveOperator] 3993
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3987
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4077
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3940
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3927
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3994
h10 [MultiPointsCrossover,BitFlipMutation] 4006
h11 [MultiPointsCrossover,LoopMoveOperator] 4048
h12 [MultiPointsCrossover,LocalMoveOperator] 4032
h13 [MultiPointsCrossover,SegmentMutation] 3972
h14 [MultiPointsCrossover,OppositeMoveOperator] 4014
