h0 [SinglePointCrossover,BitFlipMutation] 4022
h1 [SinglePointCrossover,LoopMoveOperator] 4028
h2 [SinglePointCrossover,LocalMoveOperator] 3991
h3 [SinglePointCrossover,SegmentMutation] 3921
h4 [SinglePointCrossover,OppositeMoveOperator] 3945
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3989
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4020
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3953
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3975
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3857
h10 [MultiPointsCrossover,BitFlipMutation] 4097
h11 [MultiPointsCrossover,LoopMoveOperator] 4007
h12 [MultiPointsCrossover,LocalMoveOperator] 4090
h13 [MultiPointsCrossover,SegmentMutation] 3984
h14 [MultiPointsCrossover,OppositeMoveOperator] 4121
