h0 [SinglePointCrossover,BitFlipMutation] 3920
h1 [SinglePointCrossover,LoopMoveOperator] 3984
h2 [SinglePointCrossover,LocalMoveOperator] 3981
h3 [SinglePointCrossover,SegmentMutation] 4015
h4 [SinglePointCrossover,OppositeMoveOperator] 4037
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3982
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3994
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4032
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3974
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4050
h10 [MultiPointsCrossover,BitFlipMutation] 3948
h11 [MultiPointsCrossover,LoopMoveOperator] 4068
h12 [MultiPointsCrossover,LocalMoveOperator] 4025
h13 [MultiPointsCrossover,SegmentMutation] 4081
h14 [MultiPointsCrossover,OppositeMoveOperator] 3909
