h0 [SinglePointCrossover,BitFlipMutation] 4033
h1 [SinglePointCrossover,LoopMoveOperator] 4070
h2 [SinglePointCrossover,LocalMoveOperator] 3978
h3 [SinglePointCrossover,SegmentMutation] 4103
h4 [SinglePointCrossover,OppositeMoveOperator] 3889
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4078
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4044
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3996
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3899
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4008
h10 [MultiPointsCrossover,BitFlipMutation] 3932
h11 [MultiPointsCrossover,LoopMoveOperator] 4032
h12 [MultiPointsCrossover,LocalMoveOperator] 4092
h13 [MultiPointsCrossover,SegmentMutation] 4015
h14 [MultiPointsCrossover,OppositeMoveOperator] 4031
