h0 [SinglePointCrossover,BitFlipMutation] 3995
h1 [SinglePointCrossover,LoopMoveOperator] 4026
h2 [SinglePointCrossover,LocalMoveOperator] 3938
h3 [SinglePointCrossover,SegmentMutation] 3968
h4 [SinglePointCrossover,OppositeMoveOperator] 4007
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3893
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3970
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3941
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4157
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3994
h10 [MultiPointsCrossover,BitFlipMutation] 3971
h11 [MultiPointsCrossover,LoopMoveOperator] 4045
h12 [MultiPointsCrossover,LocalMoveOperator] 4017
h13 [MultiPointsCrossover,SegmentMutation] 4052
h14 [MultiPointsCrossover,OppositeMoveOperator] 4026
