h0 [SinglePointCrossover,BitFlipMutation] 2009
h1 [SinglePointCrossover,LoopMoveOperator] 1951
h2 [SinglePointCrossover,LocalMoveOperator] 1946
h3 [SinglePointCrossover,SegmentMutation] 2016
h4 [SinglePointCrossover,OppositeMoveOperator] 1977
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2016
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1921
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1974
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2037
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1914
h10 [MultiPointsCrossover,BitFlipMutation] 2010
h11 [MultiPointsCrossover,LoopMoveOperator] 1950
h12 [MultiPointsCrossover,LocalMoveOperator] 1964
h13 [MultiPointsCrossover,SegmentMutation] 2019
h14 [MultiPointsCrossover,OppositeMoveOperator] 2046
