h0 [SinglePointCrossover,BitFlipMutation] 4036
h1 [SinglePointCrossover,LoopMoveOperator] 3963
h2 [SinglePointCrossover,LocalMoveOperator] 3943
h3 [SinglePointCrossover,SegmentMutation] 3924
h4 [SinglePointCrossover,OppositeMoveOperator] 3937
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4004
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3881
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3984
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3980
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3911
h10 [MultiPointsCrossover,BitFlipMutation] 3938
h11 [MultiPointsCrossover,LoopMoveOperator] 4016
h12 [MultiPointsCrossover,LocalMoveOperator] 4031
h13 [MultiPointsCrossover,SegmentMutation] 3941
h14 [MultiPointsCrossover,OppositeMoveOperator] 3911
