h0 [SinglePointCrossover,BitFlipMutation] 3925
h1 [SinglePointCrossover,LoopMoveOperator] 3970
h2 [SinglePointCrossover,LocalMoveOperator] 3997
h3 [SinglePointCrossover,SegmentMutation] 3941
h4 [SinglePointCrossover,OppositeMoveOperator] 3973
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3989
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4097
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4112
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4004
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4166
h10 [MultiPointsCrossover,BitFlipMutation] 3986
h11 [MultiPointsCrossover,LoopMoveOperator] 3990
h12 [MultiPointsCrossover,LocalMoveOperator] 4007
h13 [MultiPointsCrossover,SegmentMutation] 3949
h14 [MultiPointsCrossover,OppositeMoveOperator] 4094
