h0 [SinglePointCrossover,BitFlipMutation] 1983
h1 [SinglePointCrossover,LoopMoveOperator] 2042
h2 [SinglePointCrossover,LocalMoveOperator] 1960
h3 [SinglePointCrossover,SegmentMutation] 2017
h4 [SinglePointCrossover,OppositeMoveOperator] 1947
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2013
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2076
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1977
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1964
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1924
h10 [MultiPointsCrossover,BitFlipMutation] 2009
h11 [MultiPointsCrossover,LoopMoveOperator] 1976
h12 [MultiPointsCrossover,LocalMoveOperator] 1955
h13 [MultiPointsCrossover,SegmentMutation] 1893
h14 [MultiPointsCrossover,OppositeMoveOperator] 2014
