h0 [SinglePointCrossover,BitFlipMutation] 3969
h1 [SinglePointCrossover,LoopMoveOperator] 3977
h2 [SinglePointCrossover,LocalMoveOperator] 4141
h3 [SinglePointCrossover,SegmentMutation] 3941
h4 [SinglePointCrossover,OppositeMoveOperator] 3975
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3980
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4014
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3942
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4092
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4043
h10 [MultiPointsCrossover,BitFlipMutation] 3895
h11 [MultiPointsCrossover,LoopMoveOperator] 4008
h12 [MultiPointsCrossover,LocalMoveOperator] 3918
h13 [MultiPointsCrossover,SegmentMutation] 4049
h14 [MultiPointsCrossover,OppositeMoveOperator] 4056
