h0 [SinglePointCrossover,BitFlipMutation] 1959
h1 [SinglePointCrossover,LoopMoveOperator] 1977
h2 [SinglePointCrossover,LocalMoveOperator] 1971
h3 [SinglePointCrossover,SegmentMutation] 2056
h4 [SinglePointCrossover,OppositeMoveOperator] 1933
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1997
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1962
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2000
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1946
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1897
h10 [MultiPointsCrossover,BitFlipMutation] 1934
h11 [MultiPointsCrossover,LoopMoveOperator] 2056
h12 [MultiPointsCrossover,LocalMoveOperator] 2053
h13 [MultiPointsCrossover,SegmentMutation] 2016
h14 [MultiPointsCrossover,OppositeMoveOperator] 1943
