h0 [SinglePointCrossover,BitFlipMutation] 4165
h1 [SinglePointCrossover,LoopMoveOperator] 3970
h2 [SinglePointCrossover,LocalMoveOperator] 4007
h3 [SinglePointCrossover,SegmentMutation] 4021
h4 [SinglePointCrossover,OppositeMoveOperator] 3908
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3929
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4014
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4037
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3987
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3925
h10 [MultiPointsCrossover,BitFlipMutation] 3936
h11 [MultiPointsCrossover,LoopMoveOperator] 4026
h12 [MultiPointsCrossover,LocalMoveOperator] 4032
h13 [MultiPointsCrossover,SegmentMutation] 3974
h14 [MultiPointsCrossover,OppositeMoveOperator] 4069
