h0 [SinglePointCrossover,BitFlipMutation] 4014
h1 [SinglePointCrossover,LoopMoveOperator] 4002
h2 [SinglePointCrossover,LocalMoveOperator] 4051
h3 [SinglePointCrossover,SegmentMutation] 4020
h4 [SinglePointCrossover,OppositeMoveOperator] 4074
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4005
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4022
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4008
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4015
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4015
h10 [MultiPointsCrossover,BitFlipMutation] 4004
h11 [MultiPointsCrossover,LoopMoveOperator] 3845
h12 [MultiPointsCrossover,LocalMoveOperator] 4055
h13 [MultiPointsCrossover,SegmentMutation] 4053
h14 [MultiPointsCrossover,OppositeMoveOperator] 4017
