h0 [SinglePointCrossover,BitFlipMutation] 1993
h1 [SinglePointCrossover,LoopMoveOperator] 1927
h2 [SinglePointCrossover,LocalMoveOperator] 2024
h3 [SinglePointCrossover,SegmentMutation] 2036
h4 [SinglePointCrossover,OppositeMoveOperator] 1987
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2071
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1977
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1952
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1954
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1959
h10 [MultiPointsCrossover,BitFlipMutation] 1999
h11 [MultiPointsCrossover,LoopMoveOperator] 1945
h12 [MultiPointsCrossover,LocalMoveOperator] 1930
h13 [MultiPointsCrossover,SegmentMutation] 2005
h14 [MultiPointsCrossover,OppositeMoveOperator] 1991
