h0 [SinglePointCrossover,BitFlipMutation] 4020
h1 [SinglePointCrossover,LoopMoveOperator] 3996
h2 [SinglePointCrossover,LocalMoveOperator] 3906
h3 [SinglePointCrossover,SegmentMutation] 4069
h4 [SinglePointCrossover,OppositeMoveOperator] 4024
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4031
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3944
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4061
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4052
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3985
h10 [MultiPointsCrossover,BitFlipMutation] 3994
h11 [MultiPointsCrossover,LoopMoveOperator] 3936
h12 [MultiPointsCrossover,LocalMoveOperator] 3992
h13 [MultiPointsCrossover,SegmentMutation] 3923
h14 [MultiPointsCrossover,OppositeMoveOperator] 4067
