h0 [SinglePointCrossover,BitFlipMutation] 3962
h1 [SinglePointCrossover,LoopMoveOperator] 4043
h2 [SinglePointCrossover,LocalMoveOperator] 3908
h3 [SinglePointCrossover,SegmentMutation] 3969
h4 [SinglePointCrossover,OppositeMoveOperator] 3930
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3997
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4069
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3990
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4033
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3997
h10 [MultiPointsCrossover,BitFlipMutation] 4099
h11 [MultiPointsCrossover,LoopMoveOperator] 3975
h12 [MultiPointsCrossover,LocalMoveOperator] 4005
h13 [MultiPointsCrossover,SegmentMutation] 3963
h14 [MultiPointsCrossover,OppositeMoveOperator] 4060
