h0 [SinglePointCrossover,BitFlipMutation] 3931
h1 [SinglePointCrossover,LoopMoveOperator] 3929
h2 [SinglePointCrossover,LocalMoveOperator] 3918
h3 [SinglePointCrossover,SegmentMutation] 3881
h4 [SinglePointCrossover,OppositeMoveOperator] 4052
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4010
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3900
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3983
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3925
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3994
h10 [MultiPointsCrossover,BitFlipMutation] 3995
h11 [MultiPointsCrossover,LoopMoveOperator] 4081
h12 [MultiPointsCrossover,LocalMoveOperator] 3867
h13 [MultiPointsCrossover,SegmentMutation] 4021
h14 [MultiPointsCrossover,OppositeMoveOperator] 4013
