h0 [SinglePointCrossover,BitFlipMutation] 3956
h1 [SinglePointCrossover,LoopMoveOperator] 4064
h2 [SinglePointCrossover,LocalMoveOperator] 3980
h3 [SinglePointCrossover,SegmentMutation] 4095
h4 [SinglePointCrossover,OppositeMoveOperator] 4011
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3904
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4057
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3971
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3917
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3937
h10 [MultiPointsCrossover,BitFlipMutation] 3927
h11 [MultiPointsCrossover,LoopMoveOperator] 4081
h12 [MultiPointsCrossover,LocalMoveOperator] 3971
h13 [MultiPointsCrossover,SegmentMutation] 4061
h14 [MultiPointsCrossover,OppositeMoveOperator] 4068
