h0 [SinglePointCrossover,BitFlipMutation] 1911
h1 [SinglePointCrossover,LoopMoveOperator] 1916
h2 [SinglePointCrossover,LocalMoveOperator] 1933
h3 [SinglePointCrossover,SegmentMutation] 1999
h4 [SinglePointCrossover,OppositeMoveOperator] 2061
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2062
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1991
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1987
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2019
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1903
h10 [MultiPointsCrossover,BitFlipMutation] 1941
h11 [MultiPointsCrossover,LoopMoveOperator] 2007
h12 [MultiPointsCrossover,LocalMoveOperator] 1924
h13 [MultiPointsCrossover,SegmentMutation] 1916
h14 [MultiPointsCrossover,OppositeMoveOperator] 1930
