h0 [SinglePointCrossover,BitFlipMutation] 3906
h1 [SinglePointCrossover,LoopMoveOperator] 3934
h2 [SinglePointCrossover,LocalMoveOperator] 3893
h3 [SinglePointCrossover,SegmentMutation] 3975
h4 [SinglePointCrossover,OppositeMoveOperator] 4074
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3993
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4037
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3862
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3976
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3998
h10 [MultiPointsCrossover,BitFlipMutation] 3943
h11 [MultiPointsCrossover,LoopMoveOperator] 4031
h12 [MultiPointsCrossover,LocalMoveOperator] 3985
h13 [MultiPointsCrossover,SegmentMutation] 3914
h14 [MultiPointsCrossover,OppositeMoveOperator] 3979
