h0 [SinglePointCrossover,BitFlipMutation] 3906
h1 [SinglePointCrossover,LoopMoveOperator] 3939
h2 [SinglePointCrossover,LocalMoveOperator] 3829
h3 [SinglePointCrossover,SegmentMutation] 4027
h4 [SinglePointCrossover,OppositeMoveOperator] 3970
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4022
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3993
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4023
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4059
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3896
h10 [MultiPointsCrossover,BitFlipMutation] 4017
h11 [MultiPointsCrossover,LoopMoveOperator] 3852
h12 [MultiPointsCrossover,LocalMoveOperator] 3980
h13 [MultiPointsCrossover,SegmentMutation] 4015
h14 [MultiPointsCrossover,OppositeMoveOperator] 3972
