h0 [SinglePointCrossover,BitFlipMutation] 3963
h1 [SinglePointCrossover,LoopMoveOperator] 4155
h2 [SinglePointCrossover,LocalMoveOperator] 3902
h3 [SinglePointCrossover,SegmentMutation] 4013
h4 [SinglePointCrossover,OppositeMoveOperator] 3929
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4052
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3916
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4037
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3997
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4006
h10 [MultiPointsCrossover,BitFlipMutation] 4076
h11 [MultiPointsCrossover,LoopMoveOperator] 3962
h12 [MultiPointsCrossover,LocalMoveOperator] 4004
h13 [MultiPointsCrossover,SegmentMutation] 3924
h14 [MultiPointsCrossover,OppositeMoveOperator] 4064
