h0 [SinglePointCrossover,BitFlipMutation] 1917
h1 [SinglePointCrossover,LoopMoveOperator] 1932
h2 [SinglePointCrossover,LocalMoveOperator] 2035
h3 [SinglePointCrossover,SegmentMutation] 1970
h4 [SinglePointCrossover,OppositeMoveOperator] 2016
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1994
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1945
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1983
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1976
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2002
h10 [MultiPointsCrossover,BitFlipMutation] 2011
h11 [MultiPointsCrossover,LoopMoveOperator] 2010
h12 [MultiPointsCrossover,LocalMoveOperator] 2000
h13 [MultiPointsCrossover,SegmentMutation] 1979
h14 [MultiPointsCrossover,OppositeMoveOperator] 1980
