h0 [SinglePointCrossover,BitFlipMutation] 3967
h1 [SinglePointCrossover,LoopMoveOperator] 4024
h2 [SinglePointCrossover,LocalMoveOperator] 4065
h3 [SinglePointCrossover,SegmentMutation] 3920
h4 [SinglePointCrossover,OppositeMoveOperator] 4029
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4003
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3981
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4072
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4030
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4000
h10 [MultiPointsCrossover,BitFlipMutation] 3977
h11 [MultiPointsCrossover,LoopMoveOperator] 4029
h12 [MultiPointsCrossover,LocalMoveOperator] 3879
h13 [MultiPointsCrossover,SegmentMutation] 4091
h14 [MultiPointsCrossover,OppositeMoveOperator] 3933
