h0 [SinglePointCrossover,BitFlipMutation] 2014
h1 [SinglePointCrossover,LoopMoveOperator] 2063
h2 [SinglePointCrossover,LocalMoveOperator] 1981
h3 [SinglePointCrossover,SegmentMutation] 1995
h4 [SinglePointCrossover,OppositeMoveOperator] 1973
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1948
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2015
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1997
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1906
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1964
h10 [MultiPointsCrossover,BitFlipMutation] 1923
h11 [MultiPointsCrossover,LoopMoveOperator] 2022
h12 [MultiPointsCrossover,LocalMoveOperator] 1944
h13 [MultiPointsCrossover,SegmentMutation] 1943
h14 [MultiPointsCrossover,OppositeMoveOperator] 2062
