h0 [SinglePointCrossover,BitFlipMutation] 1984
h1 [SinglePointCrossover,LoopMoveOperator] 1975
h2 [SinglePointCrossover,LocalMoveOperator] 1939
h3 [SinglePointCrossover,SegmentMutation] 1985
h4 [SinglePointCrossover,OppositeMoveOperator] 2002
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2004
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1975
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2006
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1939
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2001
h10 [MultiPointsCrossover,BitFlipMutation] 2028
h11 [MultiPointsCrossover,LoopMoveOperator] 1945
h12 [MultiPointsCrossover,LocalMoveOperator] 2011
h13 [MultiPointsCrossover,SegmentMutation] 1942
h14 [MultiPointsCrossover,OppositeMoveOperator] 2014
