h0 [SinglePointCrossover,BitFlipMutation] 4011
h1 [SinglePointCrossover,LoopMoveOperator] 3942
h2 [SinglePointCrossover,LocalMoveOperator] 4071
h3 [SinglePointCrossover,SegmentMutation] 4130
h4 [SinglePointCrossover,OppositeMoveOperator] 3981
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3959
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3987
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3883
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4087
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3982
h10 [MultiPointsCrossover,BitFlipMutation] 4116
h11 [MultiPointsCrossover,LoopMoveOperator] 4028
h12 [MultiPointsCrossover,LocalMoveOperator] 4043
h13 [MultiPointsCrossover,SegmentMutation] 4072
h14 [MultiPointsCrossover,OppositeMoveOperator] 4008
