h0 [SinglePointCrossover,BitFlipMutation] 4031
h1 [SinglePointCrossover,LoopMoveOperator] 3976
h2 [SinglePointCrossover,LocalMoveOperator] 3970
h3 [SinglePointCrossover,SegmentMutation] 3948
h4 [SinglePointCrossover,OppositeMoveOperator] 3985
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3972
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4060
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4096
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4027
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3983
h10 [MultiPointsCrossover,BitFlipMutation] 3912
h11 [MultiPointsCrossover,LoopMoveOperator] 4055
h12 [MultiPointsCrossover,LocalMoveOperator] 4013
h13 [MultiPointsCrossover,SegmentMutation] 3978
h14 [MultiPointsCrossover,OppositeMoveOperator] 3994
