h0 [SinglePointCrossover,BitFlipMutation] 3977
h1 [SinglePointCrossover,LoopMoveOperator] 4017
h2 [SinglePointCrossover,LocalMoveOperator] 3877
h3 [SinglePointCrossover,SegmentMutation] 4148
h4 [SinglePointCrossover,OppositeMoveOperator] 4009
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4110
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4039
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3957
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4110
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4067
h10 [MultiPointsCrossover,BitFlipMutation] 3949
h11 [MultiPointsCrossover,LoopMoveOperator] 4018
h12 [MultiPointsCrossover,LocalMoveOperator] 4076
h13 [MultiPointsCrossover,SegmentMutation] 3940
h14 [MultiPointsCrossover,OppositeMoveOperator] 4006
