h0 [SinglePointCrossover,BitFlipMutation] 1980
h1 [SinglePointCrossover,LoopMoveOperator] 2007
h2 [SinglePointCrossover,LocalMoveOperator] 1963
h3 [SinglePointCrossover,SegmentMutation] 2000
h4 [SinglePointCrossover,OppositeMoveOperator] 2007
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1920
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1975
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1990
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2010
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1983
h10 [MultiPointsCrossover,BitFlipMutation] 1982
h11 [MultiPointsCrossover,LoopMoveOperator] 2047
h12 [MultiPointsCrossover,LocalMoveOperator] 1955
h13 [MultiPointsCrossover,SegmentMutation] 2007
h14 [MultiPointsCrossover,OppositeMoveOperator] 2024
