h0 [SinglePointCrossover,BitFlipMutation] 2010
h1 [SinglePointCrossover,LoopMoveOperator] 1989
h2 [SinglePointCrossover,LocalMoveOperator] 1950
h3 [SinglePointCrossover,SegmentMutation] 1934
h4 [SinglePointCrossover,OppositeMoveOperator] 1972
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1990
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2013
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1970
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1932
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1926
h10 [MultiPointsCrossover,BitFlipMutation] 2006
h11 [MultiPointsCrossover,LoopMoveOperator] 2019
h12 [MultiPointsCrossover,LocalMoveOperator] 2021
h13 [MultiPointsCrossover,SegmentMutation] 1921
h14 [MultiPointsCrossover,OppositeMoveOperator] 2047
