h0 [SinglePointCrossover,BitFlipMutation] 4015
h1 [SinglePointCrossover,LoopMoveOperator] 3910
h2 [SinglePointCrossover,LocalMoveOperator] 3948
h3 [SinglePointCrossover,SegmentMutation] 4121
h4 [SinglePointCrossover,OppositeMoveOperator] 4023
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4005
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3891
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4014
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4145
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3994
h10 [MultiPointsCrossover,BitFlipMutation] 3953
h11 [MultiPointsCrossover,LoopMoveOperator] 4039
h12 [MultiPointsCrossover,LocalMoveOperator] 4003
h13 [MultiPointsCrossover,SegmentMutation] 3998
h14 [MultiPointsCrossover,OppositeMoveOperator] 3941
