h0 [SinglePointCrossover,BitFlipMutation] 4027
h1 [SinglePointCrossover,LoopMoveOperator] 4019
h2 [SinglePointCrossover,LocalMoveOperator] 3881
h3 [SinglePointCrossover,SegmentMutation] 4022
h4 [SinglePointCrossover,OppositeMoveOperator] 3917
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3982
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3916
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4006
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3935
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3986
h10 [MultiPointsCrossover,BitFlipMutation] 3990
h11 [MultiPointsCrossover,LoopMoveOperator] 4122
h12 [MultiPointsCrossover,LocalMoveOperator] 4030
h13 [MultiPointsCrossover,SegmentMutation] 4064
h14 [MultiPointsCrossover,OppositeMoveOperator] 4103
