h0 [SinglePointCrossover,BitFlipMutation] 3939
h1 [SinglePointCrossover,LoopMoveOperator] 3885
h2 [SinglePointCrossover,LocalMoveOperator] 4007
h3 [SinglePointCrossover,SegmentMutation] 3904
h4 [SinglePointCrossover,OppositeMoveOperator] 4000
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4083
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3967
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3922
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3917
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4021
h10 [MultiPointsCrossover,BitFlipMutation] 3944
h11 [MultiPointsCrossover,LoopMoveOperator] 3999
h12 [MultiPointsCrossover,LocalMoveOperator] 4030
h13 [MultiPointsCrossover,SegmentMutation] 3838
h14 [MultiPointsCrossover,OppositeMoveOperator] 3944
