h0 [SinglePointCrossover,BitFlipMutation] 4080
h1 [SinglePointCrossover,LoopMoveOperator] 4058
h2 [SinglePointCrossover,LocalMoveOperator] 3990
h3 [SinglePointCrossover,SegmentMutation] 3921
h4 [SinglePointCrossover,OppositeMoveOperator] 4080
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4015
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3931
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4081
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3969
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4025
h10 [MultiPointsCrossover,BitFlipMutation] 4004
h11 [MultiPointsCrossover,LoopMoveOperator] 4001
h12 [MultiPointsCrossover,LocalMoveOperator] 3945
h13 [MultiPointsCrossover,SegmentMutation] 4064
h14 [MultiPointsCrossover,OppositeMoveOperator] 3836
