h0 [SinglePointCrossover,BitFlipMutation] 4033
h1 [SinglePointCrossover,LoopMoveOperator] 3953
h2 [SinglePointCrossover,LocalMoveOperator] 4065
h3 [SinglePointCrossover,SegmentMutation] 3879
h4 [SinglePointCrossover,OppositeMoveOperator] 3971
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4058
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3899
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4068
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3977
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4030
h10 [MultiPointsCrossover,BitFlipMutation] 3948
h11 [MultiPointsCrossover,LoopMoveOperator] 4002
h12 [MultiPointsCrossover,LocalMoveOperator] 3954
h13 [MultiPointsCrossover,SegmentMutation] 4118
h14 [MultiPointsCrossover,OppositeMoveOperator] 4045
