h0 [SinglePointCrossover,BitFlipMutation] 3939
h1 [SinglePointCrossover,LoopMoveOperator] 3977
h2 [SinglePointCrossover,LocalMoveOperator] 4072
h3 [SinglePointCrossover,SegmentMutation] 3938
h4 [SinglePointCrossover,OppositeMoveOperator] 3965
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4058
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3936
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4043
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3907
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4023
h10 [MultiPointsCrossover,BitFlipMutation] 3983
h11 [MultiPointsCrossover,LoopMoveOperator] 3919
h12 [MultiPointsCrossover,LocalMoveOperator] 3947
h13 [MultiPointsCrossover,SegmentMutation] 3900
h14 [MultiPointsCrossover,OppositeMoveOperator] 3893
