h0 [SinglePointCrossover,BitFlipMutation] 3945
h1 [SinglePointCrossover,LoopMoveOperator] 4087
h2 [SinglePointCrossover,LocalMoveOperator] 4061
h3 [SinglePointCrossover,SegmentMutation] 3938
h4 [SinglePointCrossover,OppositeMoveOperator] 3815
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3964
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3864
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4091
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3891
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4070
h10 [MultiPointsCrossover,BitFlipMutation] 4171
h11 [MultiPointsCrossover,LoopMoveOperator] 3982
h12 [MultiPointsCrossover,LocalMoveOperator] 4051
h13 [MultiPointsCrossover,SegmentMutation] 3958
h14 [MultiPointsCrossover,OppositeMoveOperator] 4112
