h0 [SinglePointCrossover,BitFlipMutation] 1986
h1 [SinglePointCrossover,LoopMoveOperator] 1974
h2 [SinglePointCrossover,LocalMoveOperator] 2055
h3 [SinglePointCrossover,SegmentMutation] 2013
h4 [SinglePointCrossover,OppositeMoveOperator] 1939
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1944
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1968
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2018
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1972
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1979
h10 [MultiPointsCrossover,BitFlipMutation] 1928
h11 [MultiPointsCrossover,LoopMoveOperator] 2026
h12 [MultiPointsCrossover,LocalMoveOperator] 1930
h13 [MultiPointsCrossover,SegmentMutation] 2006
h14 [MultiPointsCrossover,OppositeMoveOperator] 2012
