h0 [SinglePointCrossover,BitFlipMutation] 2048
h1 [SinglePointCrossover,LoopMoveOperator] 2057
h2 [SinglePointCrossover,LocalMoveOperator] 2002
h3 [SinglePointCrossover,SegmentMutation] 1931
h4 [SinglePointCrossover,OppositeMoveOperator] 1968
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1936
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2047
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1949
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2051
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1914
h10 [MultiPointsCrossover,BitFlipMutation] 1916
h11 [MultiPointsCrossover,LoopMoveOperator] 1982
h12 [MultiPointsCrossover,LocalMoveOperator] 2024
h13 [MultiPointsCrossover,SegmentMutation] 1930
h14 [MultiPointsCrossover,OppositeMoveOperator] 1995
