h0 [SinglePointCrossover,BitFlipMutation] 4057
h1 [SinglePointCrossover,LoopMoveOperator] 3999
h2 [SinglePointCrossover,LocalMoveOperator] 3938
h3 [SinglePointCrossover,SegmentMutation] 3990
h4 [SinglePointCrossover,OppositeMoveOperator] 3991
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3834
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4066
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3965
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4028
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4019
h10 [MultiPointsCrossover,BitFlipMutation] 4114
h11 [MultiPointsCrossover,LoopMoveOperator] 4010
h12 [MultiPointsCrossover,LocalMoveOperator] 3959
h13 [MultiPointsCrossover,SegmentMutation] 3994
h14 [MultiPointsCrossover,OppositeMoveOperator] 4036
