h0 [SinglePointCrossover,BitFlipMutation] 4065
h1 [SinglePointCrossover,LoopMoveOperator] 3919
h2 [SinglePointCrossover,LocalMoveOperator] 3919
h3 [SinglePointCrossover,SegmentMutation] 3905
h4 [SinglePointCrossover,OppositeMoveOperator] 4101
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3975
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3877
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4049
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3975
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3932
h10 [MultiPointsCrossover,BitFlipMutation] 3899
h11 [MultiPointsCrossover,LoopMoveOperator] 3964
h12 [MultiPointsCrossover,LocalMoveOperator] 3878
h13 [MultiPointsCrossover,SegmentMutation] 4029
h14 [MultiPointsCrossover,OppositeMoveOperator] 3913
