h0 [SinglePointCrossover,BitFlipMutation] 3996
h1 [SinglePointCrossover,LoopMoveOperator] 3967
h2 [SinglePointCrossover,LocalMoveOperator] 4102
h3 [SinglePointCrossover,SegmentMutation] 3851
h4 [SinglePointCrossover,OppositeMoveOperator] 3911
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3880
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3924
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3932
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4016
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3926
h10 [MultiPointsCrossover,BitFlipMutation] 3916
h11 [MultiPointsCrossover,LoopMoveOperator] 3984
h12 [MultiPointsCrossover,LocalMoveOperator] 4004
h13 [MultiPointsCrossover,SegmentMutation] 4048
h14 [MultiPointsCrossover,OppositeMoveOperator] 3943
