h0 [SinglePointCrossover,BitFlipMutation] 1939
h1 [SinglePointCrossover,LoopMoveOperator] 2008
h2 [SinglePointCrossover,LocalMoveOperator] 1901
h3 [SinglePointCrossover,SegmentMutation] 1967
h4 [SinglePointCrossover,OppositeMoveOperator] 1972
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1997
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1978
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2034
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1971
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1944
h10 [MultiPointsCrossover,BitFlipMutation] 1963
h11 [MultiPointsCrossover,LoopMoveOperator] 1961
h12 [MultiPointsCrossover,LocalMoveOperator] 1933
h13 [MultiPointsCrossover,SegmentMutation] 1958
h14 [MultiPointsCrossover,OppositeMoveOperator] 1974
