h0 [SinglePointCrossover,BitFlipMutation] 4026
h1 [SinglePointCrossover,LoopMoveOperator] 3952
h2 [SinglePointCrossover,LocalMoveOperator] 4010
h3 [SinglePointCrossover,SegmentMutation] 3931
h4 [SinglePointCrossover,OppositeMoveOperator] 3932
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4043
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4039
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4040
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4121
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4028
h10 [MultiPointsCrossover,BitFlipMutation] 4017
h11 [MultiPointsCrossover,LoopMoveOperator] 3999
h12 [MultiPointsCrossover,LocalMoveOperator] 4052
h13 [MultiPointsCrossover,SegmentMutation] 3971
h14 [MultiPointsCrossover,OppositeMoveOperator] 4039
