h0 [SinglePointCrossover,BitFlipMutation] 3907
h1 [SinglePointCrossover,LoopMoveOperator] 3976
h2 [SinglePointCrossover,LocalMoveOperator] 4062
h3 [SinglePointCrossover,SegmentMutation] 3876
h4 [SinglePointCrossover,OppositeMoveOperator] 3971
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3929
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3991
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3927
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4053
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3967
h10 [MultiPointsCrossover,BitFlipMutation] 3958
h11 [MultiPointsCrossover,LoopMoveOperator] 3986
h12 [MultiPointsCrossover,LocalMoveOperator] 3992
h13 [MultiPointsCrossover,SegmentMutation] 3855
h14 [MultiPointsCrossover,OppositeMoveOperator] 4050
