h0 [SinglePointCrossover,BitFlipMutation] 1943
h1 [SinglePointCrossover,LoopMoveOperator] 1981
h2 [SinglePointCrossover,LocalMoveOperator] 1951
h3 [SinglePointCrossover,SegmentMutation] 1910
h4 [SinglePointCrossover,OppositeMoveOperator] 1982
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1993
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2012
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1971
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2044
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2021
h10 [MultiPointsCrossover,BitFlipMutation] 1942
h11 [MultiPointsCrossover,LoopMoveOperator] 2027
h12 [MultiPointsCrossover,LocalMoveOperator] 1971
h13 [MultiPointsCrossover,SegmentMutation] 2013
h14 [MultiPointsCrossover,OppositeMoveOperator] 1939
