h0 [SinglePointCrossover,BitFlipMutation] 1981
h1 [SinglePointCrossover,LoopMoveOperator] 1947
h2 [SinglePointCrossover,LocalMoveOperator] 1996
h3 [SinglePointCrossover,SegmentMutation] 1949
h4 [SinglePointCrossover,OppositeMoveOperator] 1945
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1988
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1920
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2064
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2013
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1984
h10 [MultiPointsCrossover,BitFlipMutation] 1942
h11 [MultiPointsCrossover,LoopMoveOperator] 1969
h12 [MultiPointsCrossover,LocalMoveOperator] 1913
h13 [MultiPointsCrossover,SegmentMutation] 1914
h14 [MultiPointsCrossover,OppositeMoveOperator] 1975
