h0 [SinglePointCrossover,BitFlipMutation] 1998
h1 [SinglePointCrossover,LoopMoveOperator] 1951
h2 [SinglePointCrossover,LocalMoveOperator] 1978
h3 [SinglePointCrossover,SegmentMutation] 2015
h4 [SinglePointCrossover,OppositeMoveOperator] 1980
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1983
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2043
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1917
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1996
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1952
h10 [MultiPointsCrossover,BitFlipMutation] 1924
h11 [MultiPointsCrossover,LoopMoveOperator] 1978
h12 [MultiPointsCrossover,LocalMoveOperator] 2018
h13 [MultiPointsCrossover,SegmentMutation] 2023
h14 [MultiPointsCrossover,OppositeMoveOperator] 1994
