h0 [SinglePointCrossover,BitFlipMutation] 2000
h1 [SinglePointCrossover,LoopMoveOperator] 1989
h2 [SinglePointCrossover,LocalMoveOperator] 1965
h3 [SinglePointCrossover,SegmentMutation] 1995
h4 [SinglePointCrossover,OppositeMoveOperator] 2059
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1988
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1881
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1993
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1990
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1928
h10 [MultiPointsCrossover,BitFlipMutation] 1969
h11 [MultiPointsCrossover,LoopMoveOperator] 2019
h12 [MultiPointsCrossover,LocalMoveOperator] 1992
h13 [MultiPointsCrossover,SegmentMutation] 1904
h14 [MultiPointsCrossover,OppositeMoveOperator] 2028
