h0 [SinglePointCrossover,BitFlipMutation] 3944
h1 [SinglePointCrossover,LoopMoveOperator] 3936
h2 [SinglePointCrossover,LocalMoveOperator] 4046
h3 [SinglePointCrossover,SegmentMutation] 3990
h4 [SinglePointCrossover,OppositeMoveOperator] 3855
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4014
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3961
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3974
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3947
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4018
h10 [MultiPointsCrossover,BitFlipMutation] 4060
h11 [MultiPointsCrossover,LoopMoveOperator] 3929
h12 [MultiPointsCrossover,LocalMoveOperator] 3912
h13 [MultiPointsCrossover,SegmentMutation] 3865
h14 [MultiPointsCrossover,OppositeMoveOperator] 3949
