h0 [SinglePointCrossover,BitFlipMutation] 3999
h1 [SinglePointCrossover,LoopMoveOperator] 4069
h2 [SinglePointCrossover,LocalMoveOperator] 3915
h3 [SinglePointCrossover,SegmentMutation] 4056
h4 [SinglePointCrossover,OppositeMoveOperator] 4029
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3976
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4018
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3964
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3989
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4004
h10 [MultiPointsCrossover,BitFlipMutation] 4059
h11 [MultiPointsCrossover,LoopMoveOperator] 4033
h12 [MultiPointsCrossover,LocalMoveOperator] 3966
h13 [MultiPointsCrossover,SegmentMutation] 3902
h14 [MultiPointsCrossover,OppositeMoveOperator] 4021
