h0 [SinglePointCrossover,BitFlipMutation] 1919
h1 [SinglePointCrossover,LoopMoveOperator] 1995
h2 [SinglePointCrossover,LocalMoveOperator] 1947
h3 [SinglePointCrossover,SegmentMutation] 1895
h4 [SinglePointCrossover,OppositeMoveOperator] 2053
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1981
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1982
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1957
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2028
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2035
h10 [MultiPointsCrossover,BitFlipMutation] 1970
h11 [MultiPointsCrossover,LoopMoveOperator] 1951
h12 [MultiPointsCrossover,LocalMoveOperator] 1977
h13 [MultiPointsCrossover,SegmentMutation] 2049
h14 [MultiPointsCrossover,OppositeMoveOperator] 2011
