h0 [SinglePointCrossover,BitFlipMutation] 4007
h1 [SinglePointCrossover,LoopMoveOperator] 3915
h2 [SinglePointCrossover,LocalMoveOperator] 4085
h3 [SinglePointCrossover,SegmentMutation] 4008
h4 [SinglePointCrossover,OppositeMoveOperator] 4111
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4075
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4037
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4050
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3888
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3947
h10 [MultiPointsCrossover,BitFlipMutation] 3818
h11 [MultiPointsCrossover,LoopMoveOperator] 4008
h12 [MultiPointsCrossover,LocalMoveOperator] 3951
h13 [MultiPointsCrossover,SegmentMutation] 4077
h14 [MultiPointsCrossover,OppositeMoveOperator] 4023
