h0 [SinglePointCrossover,BitFlipMutation] 3997
h1 [SinglePointCrossover,LoopMoveOperator] 4017
h2 [SinglePointCrossover,LocalMoveOperator] 3960
h3 [SinglePointCrossover,SegmentMutation] 4053
h4 [SinglePointCrossover,OppositeMoveOperator] 4027
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3948
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3951
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4007
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3986
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3982
h10 [MultiPointsCrossover,BitFlipMutation] 3876
h11 [MultiPointsCrossover,LoopMoveOperator] 4136
h12 [MultiPointsCrossover,LocalMoveOperator] 4071
h13 [MultiPointsCrossover,SegmentMutation] 3965
h14 [MultiPointsCrossover,OppositeMoveOperator] 4024
